CustomerID	Gender	FirstName	LastName	EmailPromotion	city	country	lat	long
1892	Female 	Kyle	Yang	0	Jacksonville	USA	30.33	-81.66
1893	Female 	Kyle	Kumar	0	Charlotte	USA	35.2	-80.83
1894	Female 	Mandy	Cai	0	Livermore	USA	37.69	-121.76
1895	Female 	Kyle	Sharma	0	Huntsville	USA	34.71	-86.63
1896	Female 	Kyle	Shan	2	Montgomery	USA	32.35	-86.28
1897	Female 	Kyle	Jai	0	New York	USA	40.67	-73.94
1898	Female 	Kevin	Ross	1	Surprise	USA	33.66	-112.47
1899	Female 	Aimee	Liu	2	Shawnee	USA	39.02	-94.8
1900	Female 	Kevin	Perry	1	Rialto	USA	34.11	-117.39
1901	Female 	Aimee	Huang	0	South Valley	USA	35.01	-106.68
1902	Female 	Kevin	Powell	2	Newport Beach	USA	33.61	-117.87
1903	Female 	Kevin	Long	0	Decatur	USA	34.57	-86.99
1904	Female 	Daisuke	Yanagishima	1	Oceanside	USA	33.23	-117.31
1905	Female 	Kevin	Hughes	1	Cheyenne	USA	41.15	-104.79
1906	Female 	Kevin	Washington	0	New York	USA	40.67	-73.94
1907	Female 	Aimee	Lu	0	Pensacola	USA	30.44	-87.19
1908	Female 	Kevin	Butler	0	New York	USA	40.67	-73.94
1909	Female 	Kevin	Gonzales	2	Pensacola	USA	30.44	-87.19
1910	Female 	Kevin	Alexander	1	Mobile	USA	30.68	-88.09
1911	Female 	Kevin	Russell	0	Columbus	USA	39.99	-82.99
1912	Female 	Kevin	Griffin	2	Jackson	USA	35.63	-88.83
1913	Female 	Kevin	Hayes	2	Richmond	USA	37.53	-77.47
1914	Female 	Kevin	Zhang	1	San Diego	USA	32.81	-117.14
1915	Female 	Kevin	Wang	2	Avondale	USA	33.42	-112.32
1916	Female 	Kevin	Chen	1	Dallas	USA	32.79	-96.77
1917	Female 	Kevin	Kumar	0	Roseville	USA	42.51	-82.94
1918	Female 	Kevin	Lal	0	Paterson	USA	40.91	-74.16
1919	Female 	Kevin	Sharma	1	San Antonio	USA	29.46	-98.51
1920	Female 	Kevin	Shan	1	Port Charlotte	USA	26.99	-82.11
1921	Female 	Gabriel	Jenkins	1	Pittsburgh	USA	40.44	-79.98
1922	Female 	Aimee	She	0	Longmont	USA	40.17	-105.11
1923	Female 	Gabriel	Powell	0	Sun City	USA	33.62	-112.28
1924	Female 	Gabriel	Long	1	Philadelphia	USA	40.01	-75.13
1925	Female 	Gabriel	Patterson	2	San Jose	USA	37.3	-121.85
1926	Female 	Gabriel	Hughes	1	New York	USA	40.67	-73.94
1927	Female 	Gabriel	Washington	0	Las Vegas	USA	36.21	-115.22
1928	Female 	Gabriel	Foster	0	Pasadena	USA	34.16	-118.14
1929	Female 	Claudia	McDonald	1	West Seneca	USA	42.84	-78.75
1930	Female 	Gabriel	Gonzales	1	Glendale	USA	34.18	-118.25
1931	Female 	Gabriel	Russell	0	Pittsburg	USA	38.02	-121.89
1932	Female 	Gabriel	Diaz	0	Shawnee	USA	39.02	-94.8
1933	Female 	Gabriel	Wang	1	Lancaster	USA	40.04	-76.3
1934	Female 	Gabriel	Chow	2	Southfield	USA	42.48	-83.26
1935	Female 	Gabriel	Li	1	Pocatello	USA	42.88	-112.47
1936	Female 	Gabriel	Yang	1	Orange	USA	33.81	-117.82
1937	Female 	Connie	Liang	0	Brentwood	USA	37.93	-121.71
1938	Female 	Gabriel	Jai	2	Chino	USA	34.01	-117.69
1939	Female 	Elijah	Ross	0	Milwaukee	USA	43.06	-87.97
1940	Female 	Elijah	Henderson	2	New York	USA	40.67	-73.94
1941	Female 	Elijah	Coleman	0	Lake Forest	USA	33.63	-117.7
1942	Female 	Elijah	Jenkins	1	Midland	USA	32.03	-102.1
1943	Female 	Elijah	Perry	1	Henderson	USA	36.03	-115
1944	Female 	Elijah	Long	0	Chesapeake	USA	36.68	-76.31
1945	Female 	Elijah	Patterson	2	Tonawanda CDP	USA	42.98	-78.88
1946	Female 	Elijah	Hughes	0	Peoria	USA	33.69	-112.24
1947	Female 	Elijah	Flores	0	DeSoto	USA	32.6	-96.86
1948	Female 	Autumn	Zhang	2	New York	USA	40.67	-73.94
1949	Female 	Elijah	Gonzales	0	Houston	USA	29.77	-95.39
1950	Female 	Autumn	Li	1	Orange	USA	33.81	-117.82
1951	Female 	Elijah	Griffin	2	Baton Rouge	USA	30.45	-91.13
1952	Female 	Elijah	Hayes	0	New York	USA	40.67	-73.94
1953	Female 	Elijah	Zhang	1	Sunrise	USA	26.15	-80.3
1954	Female 	Autumn	Huang	1	Gilroy	USA	37.01	-121.58
1955	Female 	Elijah	Wang	2	Fountainbleau	USA	25.77	-80.35
1956	Female 	Elijah	Chen	0	Houston	USA	29.77	-95.39
1957	Female 	Logan	Yang	1	Seattle	USA	47.62	-122.35
1958	Female 	Logan	Kumar	0	Saginaw	USA	43.42	-83.95
1959	Female 	Logan	Lal	0	Chula Vista	USA	32.63	-117.04
1960	Female 	Logan	Sharma	0	MacAllen	USA	26.22	-98.24
1961	Female 	Autumn	Xu	0	Rochester	USA	43.17	-77.62
1962	Female 	Nathan	Ross	1	Hartford	USA	41.77	-72.68
1963	Female 	Nathan	Henderson	0	Louisville	USA	38.22	-85.74
1964	Female 	Nathan	Perry	1	Turlock	USA	37.5	-120.85
1965	Female 	Nathan	Long	0	Dallas	USA	32.79	-96.77
1966	Female 	Autumn	Zeng	0	Torrance	USA	33.83	-118.34
1967	Female 	Nathan	Patterson	0	Buffalo	USA	42.89	-78.86
1968	Female 	Nathan	Butler	0	Norwalk	USA	33.91	-118.08
1969	Female 	Nathan	Simmons	1	Inglewood	USA	33.96	-118.34
1970	Female 	Nathan	Russell	2	Garland	USA	32.91	-96.63
1971	Female 	Nathan	Griffin	1	Waltham	USA	42.39	-71.24
1972	Female 	Nathan	Diaz	0	Chicago	USA	41.84	-87.68
1973	Female 	Nathan	Hayes	0	Cheyenne	USA	41.15	-104.79
1974	Female 	Nathan	Chen	2	Oxnard	USA	34.2	-119.21
1975	Female 	Mallory	Ramos	0	Citrus Heights	USA	38.69	-121.29
1976	Female 	Nathan	Li	0	El Mirage	USA	33.6	-112.32
1977	Female 	Nathan	Yang	1	Waterford	USA	42.66	-83.39
1978	Female 	Nathan	Kumar	2	Youngstown	USA	41.1	-80.65
1979	Female 	Nathan	Lal	2	Palmdale	USA	34.61	-118.09
1980	Female 	Nathan	Sharma	2	Minneapolis	USA	44.96	-93.27
1981	Female 	Nathan	Shan	0	Indianapolis	USA	39.78	-86.15
1982	Female 	Nathan	Jai	2	Virginia Beach	USA	36.74	-76.04
1983	Female 	Samuel	Ross	0	Fresno	USA	36.78	-119.79
1984	Female 	Samuel	Henderson	2	Yonkers	USA	40.95	-73.87
1985	Female 	Samuel	Jenkins	0	Oklahoma City	USA	35.47	-97.51
1986	Female 	Samuel	Powell	1	Temple	USA	31.1	-97.36
1987	Female 	Samuel	Long	2	North Miami Beach	USA	25.93	-80.17
1988	Female 	Samuel	Patterson	1	Glendale	USA	33.58	-112.2
1989	Female 	Samuel	Hughes	1	Columbia	USA	39.2	-76.86
1990	Female 	Samuel	Flores	0	Newport News	USA	37.08	-76.51
1991	Female 	Samuel	Washington	0	Houston	USA	29.77	-95.39
1992	Female 	Samuel	Butler	1	Huntersville	USA	35.41	-80.86
1993	Female 	Samuel	Simmons	2	Gainesville	USA	29.67	-82.34
1994	Female 	Samuel	Gonzales	0	Honolulu	USA	21.32	-157.8
1995	Female 	Samuel	Bryant	2	Harrisburg	USA	40.28	-76.88
1996	Female 	Audrey	Alonso	1	Montgomery	USA	32.35	-86.28
1997	Female 	Samuel	Alexander	0	Jersey City	USA	40.71	-74.06
1998	Female 	Samuel	Griffin	0	La Mesa	USA	32.77	-117.02
1999	Female 	Samuel	Hayes	1	Lansing	USA	42.71	-84.55
2000	Female 	Samuel	Wang	2	Oakland	USA	37.77	-122.22
2001	Female 	Samuel	Chen	0	Memphis	USA	35.11	-90.01
2002	Female 	Samuel	Yang	0	Jacksonville	USA	30.33	-81.66
2003	Female 	Samuel	Lal	1	Orange	USA	33.81	-117.82
2004	Female 	Audrey	Dominguez	1	New York	USA	40.67	-73.94
2005	Female 	Audrey	Gill	0	Houston	USA	29.77	-95.39
2006	Female 	Samuel	Shan	0	Kokomo	USA	40.48	-86.13
2007	Female 	Hunter	Coleman	0	Valdosta	USA	30.85	-83.28
2008	Female 	Hunter	Jenkins	2	Santa Clara	USA	37.37	-121.97
2009	Female 	Hunter	Perry	0	New York	USA	40.67	-73.94
2010	Female 	Hunter	Powell	2	Columbus	USA	39.99	-82.99
2011	Female 	Hunter	McDonald	0	New York	USA	40.67	-73.94
2012	Female 	Hunter	Hughes	0	New York	USA	40.67	-73.94
2013	Female 	Audrey	Sanz	0	Norwalk	USA	41.09	-73.42
2014	Female 	Hunter	Flores	1	Garden Grove	USA	33.78	-117.96
2015	Female 	Hunter	Washington	0	Dayton	USA	39.78	-84.2
2016	Female 	Hunter	Butler	2	Memphis	USA	35.11	-90.01
2017	Female 	Audrey	Rubio	2	Glendale	USA	34.18	-118.25
2018	Female 	Audrey	Ortega	0	Pontiac	USA	42.65	-83.29
2019	Female 	Hunter	Simmons	0	Livermore	USA	37.69	-121.76
2020	Female 	Beth	Ruiz	0	Birmingham	USA	33.53	-86.8
2021	Female 	Hunter	Bryant	0	Yonkers	USA	40.95	-73.87
2022	Female 	Beth	Diaz	0	Austin	USA	30.31	-97.75
2023	Female 	Greg	Russell	1	Indianapolis	USA	39.78	-86.15
2024	Female 	Hunter	Griffin	0	Long Beach	USA	33.79	-118.16
2025	Female 	Hunter	Hayes	0	Chula Vista	USA	32.63	-117.04
2026	Female 	Henry	Zimmerman	1	Lansing	USA	42.71	-84.55
2027	Female 	Hunter	Wang	1	Madison	USA	43.08	-89.39
2028	Female 	Hunter	Chen	0	Barnstable Town	USA	41.7	-70.3
2029	Female 	Hunter	Li	0	Waltham	USA	42.39	-71.24
2030	Female 	Hunter	Kumar	2	Columbus	USA	32.51	-84.87
2031	Female 	Hunter	Lal	2	Tucson	USA	32.2	-110.89
2032	Female 	Hunter	Sharma	1	Annandale	USA	38.83	-77.21
2033	Female 	Hunter	Shan	0	San Francisco	USA	37.77	-122.45
2034	Female 	Noah	Henderson	2	Virginia Beach	USA	36.74	-76.04
2035	Female 	Noah	Coleman	2	Greater Carrollwood	USA	28.07	-82.52
2036	Female 	Noah	Perry	0	Norfolk	USA	36.92	-76.24
2037	Female 	Beth	Torres	1	High Point	USA	35.98	-80
2038	Female 	Noah	Powell	0	Downey	USA	33.94	-118.13
2039	Female 	Beth	Vazquez	1	Birmingham	USA	33.53	-86.8
2040	Female 	Noah	Patterson	0	Port Saint Lucie	USA	27.28	-80.35
2041	Female 	Noah	Hughes	0	Bridgewater	USA	41.99	-70.97
2042	Female 	Noah	Washington	1	Cary	USA	35.78	-78.8
2043	Female 	Noah	Butler	0	Chesapeake	USA	36.68	-76.31
2044	Female 	Beth	Carlson	1	Clarksville	USA	36.56	-87.35
2045	Female 	Noah	Simmons	0	Detroit	USA	42.38	-83.1
2046	Female 	Noah	Foster	0	Scottsdale	USA	33.69	-111.87
2047	Female 	Beth	Sanz	0	Annandale	USA	38.83	-77.21
2048	Female 	Noah	Gonzales	0	Riverside	USA	33.94	-117.4
2049	Female 	Noah	Alexander	2	Livermore	USA	37.69	-121.76
2050	Female 	Noah	Diaz	0	Austin	USA	30.31	-97.75
2051	Female 	Noah	Hayes	2	Murfreesboro	USA	35.85	-86.39
2052	Female 	Latasha	Martin	0	Tampa	USA	27.96	-82.48
2053	Female 	Noah	Zhang	0	Rochester	USA	43.17	-77.62
2054	Female 	Noah	Chen	0	Virginia Beach	USA	36.74	-76.04
2055	Female 	Latasha	Rowe	2	Austin	USA	30.31	-97.75
2056	Female 	Noah	Yang	1	Yakima	USA	46.59	-120.53
2057	Female 	Noah	Shan	0	New York	USA	40.67	-73.94
2058	Female 	Noah	Jai	0	Peoria	USA	33.69	-112.24
2059	Female 	Robert	Ross	0	New York	USA	40.67	-73.94
2060	Female 	Robert	Henderson	2	Andover	USA	42.65	-71.14
2061	Female 	Robert	Coleman	0	Nampa	USA	43.58	-116.56
2062	Female 	Robert	Jenkins	0	New York	USA	40.67	-73.94
2063	Female 	Robert	Perry	1	New York	USA	40.67	-73.94
2064	Female 	Robert	Powell	0	Houston	USA	29.77	-95.39
2065	Female 	Robert	Long	2	Saint Louis	USA	38.64	-90.24
2066	Female 	Latasha	Serrano	0	Chicopee	USA	42.18	-72.57
2067	Female 	Robert	Flores	1	Concord	USA	37.97	-122
2068	Female 	Robert	Foster	0	Erie	USA	42.13	-80.09
2069	Female 	Robert	Bryant	2	High Point	USA	35.98	-80
2070	Female 	Robert	Alexander	0	Simi Valley	USA	34.26	-118.75
2071	Female 	Robert	Russell	0	Waterbury	USA	41.56	-73.04
2072	Female 	Robert	Griffin	0	Corpus Christi	USA	27.71	-97.29
2073	Female 	Robert	Diaz	1	Salt Lake City	USA	40.78	-111.93
2074	Female 	Robert	Hayes	2	Palmdale	USA	34.61	-118.09
2075	Female 	Robert	Wang	2	New York	USA	40.67	-73.94
2076	Female 	Robert	Chen	2	Lakewood	USA	41.48	-81.8
2077	Female 	Robert	Li	0	Carmichael	USA	38.63	-121.32
2078	Female 	Robert	Yang	0	West Palm Beach	USA	26.75	-80.13
2079	Female 	Robert	Shan	0	Burbank	USA	34.19	-118.33
2080	Female 	Robert	Jai	2	Dundalk	USA	39.27	-76.5
2081	Female 	Jose	Henderson	0	Vineland	USA	39.46	-75
2082	Female 	Cheryl	Dominguez	1	Chesterfield	USA	38.65	-90.58
2083	Female 	Jose	Jenkins	0	Janesville	USA	42.68	-89.02
2084	Female 	Jose	Long	1	Dallas	USA	32.79	-96.77
2085	Female 	Jose	Patterson	2	Florissant	USA	38.8	-90.32
2086	Female 	Jose	Hughes	2	San Bernardino	USA	34.14	-117.29
2087	Female 	Christian	Simmons	0	Naperville	USA	41.76	-88.15
2088	Female 	Christian	Foster	0	Tacoma	USA	47.25	-122.46
2089	Female 	Christian	Gonzales	0	Los Angeles	USA	34.11	-118.41
2090	Female 	Christian	Bryant	2	Silver Spring	USA	39.01	-77.02
2091	Female 	Christian	Alexander	0	Irvington	USA	40.72	-74.23
2092	Female 	Christian	Griffin	1	Folsom	USA	38.68	-121.15
2093	Female 	Cheryl	Ortega	0	Detroit	USA	42.38	-83.1
2094	Female 	Christian	Zhang	0	Bolingbrook	USA	41.7	-88.08
2095	Female 	Christian	Wang	0	Garden Grove	USA	33.78	-117.96
2096	Female 	Christian	Chen	1	Las Vegas	USA	36.21	-115.22
2097	Female 	Christian	Yang	0	Gresham	USA	45.5	-122.44
2098	Female 	Christian	Kumar	2	Avondale	USA	33.42	-112.32
2099	Female 	Christian	Lal	0	Sioux City	USA	42.5	-96.39
2100	Female 	Janet	Romero	1	Meriden	USA	41.54	-72.8
2101	Female 	Austin	Perry	1	Long Beach	USA	33.79	-118.16
2102	Female 	Austin	Powell	1	New York	USA	40.67	-73.94
2103	Female 	Austin	Long	2	Reno	USA	39.54	-119.82
2104	Female 	Janet	Gutierrez	1	Charlotte	USA	35.2	-80.83
2105	Female 	Austin	Flores	0	Fort Lauderdale	USA	26.14	-80.14
2106	Female 	Austin	Washington	0	Brooklyn Park	USA	45.11	-93.35
2107	Female 	Austin	Simmons	0	Sheboygan	USA	43.75	-87.73
2108	Female 	Janet	Dominguez	0	New York	USA	40.67	-73.94
2109	Female 	Janet	Gill	2	New York	USA	40.67	-73.94
2110	Female 	Austin	Foster	2	Houston	USA	29.77	-95.39
2111	Female 	Austin	Gonzales	0	Houston	USA	29.77	-95.39
2112	Female 	Austin	Bryant	0	New York	USA	40.67	-73.94
2113	Female 	Austin	Russell	1	Oxnard	USA	34.2	-119.21
2114	Female 	Austin	Griffin	0	Rochester	USA	43.17	-77.62
2115	Female 	Austin	Zhang	2	New York	USA	40.67	-73.94
2116	Female 	Austin	Li	2	Saint Louis	USA	38.64	-90.24
2117	Female 	Austin	Yang	0	New York	USA	40.67	-73.94
2118	Female 	Austin	Lal	1	Chicago	USA	41.84	-87.68
2119	Female 	Austin	Sharma	0	Sterling Heights	USA	42.58	-83.03
2120	Female 	Austin	Shan	2	Janesville	USA	42.68	-89.02
2121	Female 	Austin	Jai	0	Poway	USA	32.99	-117.02
2122	Female 	Cameron	Coleman	0	El Monte	USA	34.07	-118.03
2123	Female 	Cameron	Perry	0	Bend	USA	44.07	-121.31
2124	Female 	Cameron	Powell	0	La Crosse	USA	43.83	-91.23
2125	Female 	Cameron	Hughes	0	Chicago	USA	41.84	-87.68
2126	Female 	Cameron	Flores	2	Olathe	USA	38.89	-94.81
2127	Female 	Cameron	Washington	0	Kendale Lakes	USA	25.71	-80.41
2128	Female 	Cameron	Butler	1	Corona	USA	33.87	-117.57
2129	Female 	Cameron	Simmons	0	Chicago	USA	41.84	-87.68
2130	Female 	Cameron	Foster	2	Houston	USA	29.77	-95.39
2131	Female 	Daisy	Ortega	0	New York	USA	40.67	-73.94
2132	Female 	Cameron	Bryant	0	Tigard	USA	45.43	-122.77
2133	Female 	Cameron	Alexander	2	Dublin	USA	37.72	-121.91
2134	Female 	Cameron	Russell	0	Indianapolis	USA	39.78	-86.15
2135	Female 	Cameron	Griffin	1	Lee's Summit	USA	38.92	-94.38
2136	Female 	Cameron	Diaz	1	Oceanside	USA	33.23	-117.31
2137	Female 	Cameron	Hayes	0	Seattle	USA	47.62	-122.35
2138	Female 	Cameron	Zhang	1	Miramar	USA	25.98	-80.33
2139	Female 	Cameron	Wang	0	Compton	USA	33.89	-118.23
2140	Female 	Cameron	Chen	2	Baytown	USA	29.75	-94.97
2141	Female 	Cameron	Li	0	Brooklyn Park	USA	45.11	-93.35
2142	Female 	Cameron	Yang	0	Camden	USA	39.94	-75.11
2143	Female 	Cameron	Lal	0	Macon	USA	32.84	-83.66
2144	Female 	Kristine	Ortega	0	Thousand Oaks	USA	34.19	-118.87
2145	Female 	Cameron	Jai	1	South Bend	USA	41.68	-86.27
2146	Female 	James	Ross	1	Bowie	USA	38.96	-76.74
2147	Female 	James	Henderson	1	Chicago	USA	41.84	-87.68
2148	Female 	James	Coleman	0	Huntington Beach	USA	33.69	-118.01
2149	Female 	James	Jenkins	0	Austin	USA	30.31	-97.75
2150	Female 	James	Powell	1	Cherry Hill	USA	39.9	-75
2151	Female 	Jacquelyn	Moreno	0	Chicago	USA	41.84	-87.68
2152	Female 	James	Patterson	1	Raleigh	USA	35.82	-78.66
2153	Female 	James	Hughes	0	Saint Petersburg	USA	27.76	-82.64
2154	Female 	James	Butler	0	New York	USA	40.67	-73.94
2155	Female 	James	Gonzales	1	Meriden	USA	41.54	-72.8
2156	Female 	James	Alexander	0	West Sacramento	USA	38.56	-121.55
2157	Female 	James	Russell	2	Norwalk	USA	33.91	-118.08
2158	Female 	Jacquelyn	Saunders	2	Los Angeles	USA	34.11	-118.41
2159	Female 	James	Diaz	0	Titusville	USA	28.59	-80.82
2160	Female 	Jacquelyn	Ortega	0	Arlington	USA	32.69	-97.13
2161	Female 	James	Hayes	0	Boulder	USA	40.03	-105.25
2162	Female 	James	Li	0	Cleveland Heights	USA	41.51	-81.56
2163	Female 	James	Yang	0	Edmond	USA	35.67	-97.41
2164	Female 	James	Kumar	1	Scottsdale	USA	33.69	-111.87
2165	Female 	James	Lal	1	Sayreville	USA	40.47	-74.32
2166	Female 	James	Shan	1	Decatur	USA	39.85	-88.93
2167	Female 	Ramon	Liu	0	New York	USA	40.67	-73.94
2168	Female 	James	Jai	0	Edison	USA	40.53	-74.37
2169	Female 	Jonathan	Ross	0	Springfield	USA	37.2	-93.29
2170	Female 	Jonathan	Henderson	0	San Jose	USA	37.3	-121.85
2171	Female 	Jonathan	Coleman	0	Appleton	USA	44.27	-88.4
2172	Female 	Ramon	Huang	0	Palmdale	USA	34.61	-118.09
2173	Female 	Jonathan	Long	0	Spring Hill	USA	28.48	-82.56
2174	Female 	Jonathan	Patterson	1	Kissimmee	USA	28.3	-81.41
2175	Female 	Jonathan	Hughes	1	Indianapolis	USA	39.78	-86.15
2176	Female 	Jonathan	Flores	0	Dale City	USA	38.65	-77.34
2177	Female 	Jonathan	Washington	2	Santa Fe	USA	35.68	-105.95
2178	Female 	Jonathan	Foster	0	New Haven	USA	41.31	-72.92
2179	Female 	Jonathan	Alexander	0	Hammond	USA	41.62	-87.49
2180	Female 	Jonathan	Griffin	1	National City	USA	32.67	-117.1
2181	Female 	Jonathan	Diaz	0	Charlotte	USA	35.2	-80.83
2182	Female 	Ramon	Ma	0	Los Angeles	USA	34.11	-118.41
2183	Female 	Jonathan	Li	1	San Antonio	USA	29.46	-98.51
2184	Female 	Jonathan	Yang	0	Rocklin	USA	38.8	-121.24
2185	Female 	Jonathan	Shan	0	Buffalo	USA	42.89	-78.86
2186	Female 	Jonathan	Jai	0	Las Vegas	USA	36.21	-115.22
2187	Female 	Logan	Ross	0	Reno	USA	39.54	-119.82
2188	Female 	Ernest	Zhang	0	Westminster	USA	39.88	-105.05
2189	Female 	Ernest	Wang	1	Elk Grove	USA	38.4	-121.37
2190	Female 	Logan	Jenkins	0	Walpole	USA	42.14	-71.25
2191	Female 	Logan	Perry	0	Plantation	USA	26.13	-80.26
2192	Female 	Logan	Powell	0	Frisco	USA	33.14	-96.81
2193	Female 	Logan	Long	0	Seattle	USA	47.62	-122.35
2194	Female 	Logan	Patterson	0	South Hill	USA	47.14	-122.27
2195	Female 	Logan	Washington	1	Chicago	USA	41.84	-87.68
2196	Female 	Logan	Foster	1	Carol City	USA	25.94	-80.27
2197	Female 	Logan	Bryant	0	Stamford	USA	41.1	-73.55
2198	Female 	Ernest	Lu	0	Plymouth	USA	41.96	-70.67
2199	Female 	Logan	Griffin	0	Tulare	USA	36.2	-119.34
2200	Female 	Logan	Diaz	2	Culver City	USA	34.01	-118.4
2201	Female 	Logan	Wang	0	Chicago	USA	41.84	-87.68
2202	Female 	Logan	Chow	0	New York	USA	40.67	-73.94
2203	Female 	Zachary	Shan	2	Dennis	USA	41.74	-70.2
2204	Female 	Ernest	Harrison	1	Louisville	USA	38.22	-85.74
2205	Female 	Ethan	Ross	1	Moreno Valley	USA	33.93	-117.21
2206	Female 	Ernest	Hu	0	Rocklin	USA	38.8	-121.24
2207	Female 	Ethan	Jenkins	0	Anaheim	USA	33.84	-117.87
2208	Female 	Ethan	Perry	2	Austin	USA	30.31	-97.75
2209	Female 	Ethan	Powell	1	Louisville	USA	38.22	-85.74
2210	Female 	Ethan	Long	2	Pompano Beach	USA	26.24	-80.13
2211	Female 	Ethan	Patterson	0	Culver City	USA	34.01	-118.4
2212	Female 	Ernest	She	2	Saint Petersburg	USA	59.93	30.31
2213	Female 	Ethan	Hughes	0	Indianapolis	USA	39.78	-86.15
2214	Female 	Ethan	Flores	1	Las Cruces	USA	32.34	-106.76
2215	Female 	Ethan	Simmons	0	Indianapolis	USA	39.78	-86.15
2216	Female 	Ethan	Foster	1	Anaheim	USA	33.84	-117.87
2217	Female 	Ethan	Gonzales	1	Highlands Ranch	USA	39.55	-104.97
2218	Female 	Ethan	Alexander	0	Lancaster	USA	34.69	-118.18
2219	Female 	Ethan	Russell	0	Riverside	USA	33.94	-117.4
2220	Female 	Ethan	Griffin	0	Harrisonburg	USA	38.44	-78.87
2221	Female 	Ethan	Diaz	2	Santa Rosa	USA	38.45	-122.7
2222	Female 	Ethan	Hayes	0	New York	USA	40.67	-73.94
2223	Female 	Ethan	Zhang	1	Dale City	USA	38.65	-77.34
2224	Female 	Steve	Lu	0	New York	USA	40.67	-73.94
2225	Female 	Steve	Sun	1	Highlands Ranch	USA	39.55	-104.97
2226	Female 	Ethan	Yang	0	Temecula	USA	33.5	-117.13
2227	Female 	Ethan	Kumar	1	Oceanside	USA	33.23	-117.31
2228	Female 	Ethan	Lal	0	Prescott	USA	34.58	-112.45
2229	Female 	Ethan	Sharma	1	Houston	USA	29.77	-95.39
2230	Female 	Ethan	Shan	0	Mount Pleasant	USA	32.82	-79.86
2231	Female 	Steve	He	0	New York	USA	40.67	-73.94
2232	Female 	Steve	Zheng	2	Indianapolis	USA	39.78	-86.15
2233	Female 	Steve	Zeng	0	Virginia Beach	USA	36.74	-76.04
2234	Female 	Ryan	Henderson	0	Livermore	USA	37.69	-121.76
2235	Female 	Ryan	Coleman	0	New York	USA	40.67	-73.94
2236	Female 	Ryan	Jenkins	1	Oakland	USA	37.77	-122.22
2237	Female 	Ryan	Powell	2	Oakland	USA	37.77	-122.22
2238	Female 	Micah	Chen	2	Los Angeles	USA	34.11	-118.41
2239	Female 	Ryan	Long	0	Perris	USA	33.79	-117.22
2240	Female 	Ryan	Patterson	2	Dennis	USA	41.74	-70.2
2241	Female 	Ryan	Hughes	0	Miami	USA	25.78	-80.21
2242	Female 	Micah	Yang	2	Palmdale	USA	34.61	-118.09
2243	Female 	Ryan	Butler	0	Daly City	USA	37.69	-122.47
2244	Female 	Ryan	Simmons	0	Spring Hill	USA	28.48	-82.56
2245	Female 	Ryan	Foster	0	New York	USA	40.67	-73.94
2246	Female 	Ryan	Bryant	2	Tallahassee	USA	30.46	-84.28
2247	Female 	Micah	Zhou	1	Westminster	USA	33.75	-117.99
2248	Female 	Ryan	Russell	2	Trenton	USA	40.22	-74.76
2249	Female 	Ryan	Griffin	1	Richmond	USA	37.53	-77.47
2250	Female 	Ryan	Hayes	0	Port Charlotte	USA	26.99	-82.11
2251	Female 	Ryan	Zhang	2	Houston	USA	29.77	-95.39
2252	Female 	Ryan	Wang	0	Dallas	USA	32.79	-96.77
2253	Female 	Ryan	Chen	0	Oceanside	USA	33.23	-117.31
2254	Female 	Ryan	Li	0	Chicago	USA	41.84	-87.68
2255	Female 	Reginald	Vazquez	1	Elk Grove	USA	38.4	-121.37
2256	Female 	Ryan	Kumar	0	New York	USA	40.67	-73.94
2257	Female 	Ryan	Lal	2	New York	USA	40.67	-73.94
2258	Female 	Ryan	Shan	0	Lansing	USA	42.71	-84.55
2259	Female 	Ryan	Jai	0	Indianapolis	USA	39.78	-86.15
2260	Female 	Justin	Ross	1	Flint	USA	43.02	-83.69
2261	Female 	Justin	Coleman	0	Spokane	USA	47.67	-117.41
2262	Female 	Justin	Jenkins	0	Gilbert	USA	33.33	-111.76
2263	Female 	Justin	Powell	1	Mesquite	USA	32.77	-96.6
2264	Female 	Alberto	Alvarez	2	Overland Park	USA	38.91	-94.68
2265	Female 	Justin	Long	0	Sierra Vista	USA	31.57	-110.32
2266	Female 	Justin	Patterson	1	Gresham	USA	45.5	-122.44
2267	Female 	Justin	Flores	1	San Jose	USA	37.3	-121.85
2268	Female 	Justin	Washington	1	Racine	USA	42.73	-87.81
2269	Female 	Justin	Simmons	0	Saint Louis	USA	38.64	-90.24
2270	Female 	Justin	Foster	1	Memphis	USA	35.11	-90.01
2271	Female 	Justin	Gonzales	0	Irving	USA	32.86	-96.97
2272	Female 	Justin	Bryant	2	Shelby	USA	42.67	-83.03
2273	Female 	Alberto	Alonso	1	Chicago	USA	41.84	-87.68
2274	Female 	Alberto	Navarro	0	Chicago	USA	41.84	-87.68
2275	Female 	Justin	Russell	1	Silver Spring	USA	39.01	-77.02
2276	Female 	Justin	Diaz	0	Saginaw	USA	43.42	-83.95
2277	Female 	Justin	Hayes	0	Oklahoma City	USA	35.47	-97.51
2278	Female 	Justin	Zhang	1	Glendale	USA	34.18	-118.25
2279	Female 	Alberto	Dominguez	1	Montgomery	USA	32.35	-86.28
2280	Female 	Justin	Kumar	2	Houston	USA	29.77	-95.39
2281	Female 	Clarence	Zhou	0	Newport Beach	USA	33.61	-117.87
2282	Female 	Justin	Lal	0	New York	USA	40.67	-73.94
